"ref_id","ref_code","first_author","ref_year","title","ref_type","citation_bibtex"
419,"cambridgeuniversitybotanicgardenLivingCollectionsPortal2023","Cambridge University Botanic Garden",2023,"Living Collections Portal","Botanic garden or arboretum","@techreport{cambridgeuniversitybotanicgardenLivingCollectionsPortal2023, title = {Living {{Collections Portal}}}, author = {{Cambridge University Botanic Garden}}, year = {2023}, url = {https://www.botanic.cam.ac.uk/collections/collectionsportal/} }"
420,"hohnenBrisbaneCityBotanic1995","Hohnen",1995,"Brisbane City Botanic Gardens plant list by horticultural survey number","Botanic garden or arboretum","@techreport{hohnenBrisbaneCityBotanic1995, title = {Brisbane {{City Botanic Gardens}} plant list by horticultural survey number}, author = {Hohnen, Caroline}, year = {1995}, address = {Brisbane}, institution = {{City Botanic Garden and Queensland Herbarium}}, url = {https://brisbanebotanictreasures.info/wp-content/uploads/2017/04/BCBGplants1995-ALL.pdf}, urldate = {2024-08-07} }"
421,"hawaiitropicalbioreserve&gardenGardenExplorer2023","Hawai’i Tropical Bioreserve & Garden",2023,"Garden Explorer","Botanic garden or arboretum","@misc{hawaiitropicalbioreserve&gardenGardenExplorer2023, title = {Garden {{Explorer}}}, author = {{Hawai'i Tropical Bioreserve \& Garden}}, year = {2023}, url = {https://htbg.gardenexplorer.org} }"
424,"matallahDiagnosticArboretumDraa2014","Matallah",2014,"Diagnostic de l’arboretum de Draa Naga","Botanic garden or arboretum","@mastersthesis{matallahDiagnosticArboretumDraa2014, title = {Diagnostic de l'arboretum de {{Draa Naga}}}, author = {Matallah, Ibtissem}, year = {2014}, address = {Constantine, Algeria}, school = {Universit{\'e} Constantine} }"
427,"hwamyeongarboretumElectronicPlantEncyclopedia2022","Hwamyeong Arboretum",2022,"Electronic Plant Encyclopedia","Botanic garden or arboretum","@misc{hwamyeongarboretumElectronicPlantEncyclopedia2022, title = {Electronic {{Plant Encyclopedia}}}, author = {{Hwamyeong Arboretum}}, year = {2022}, url = {https://www.busan.go.kr/green/gcintro0504?bbsNo=4} }"
429,"jardinbotaniquedeluniversitedestrasbourgInventaireCollectionsJardin2023","Jardin Botanique de l'Université de Strasbourg",2023,"Inventaire des collections du Jardin botanique de l'Université de Strasbourg","Botanic garden or arboretum","@techreport{jardinbotaniquedeluniversitedestrasbourgInventaireCollectionsJardin2023, title = {Inventaire des collections du {{Jardin}} botanique de l'{{Universit{\'e}}} de {{Strasbourg}}}, author = {{Jardin Botanique de l'Universit{\'e} de Strasbourg}}, year = {2023}, address = {Strasbourg} }"
430,"waghaibotanicalgardenFloristicDiversityWaghai2024","Waghai Botanical Garden",2024,"Floristic Diversity Of Waghai Botanical Garden","Botanic garden or arboretum","@misc{waghaibotanicalgardenFloristicDiversityWaghai2024, title = {Floristic {{Diversity Of Waghai Botanical Garden}}}, author = {{Waghai Botanical Garden}}, year = {2024}, url = {http://botanicalgardenwaghai.in/Initiative?s=5} }"
432,"vakulenkoIndexSeminumGryshko2019","Vakulenko",2019,"Index Seminum of M. M. Gryshko National Botanical Garden 2019-2020 ","Botanic garden or arboretum","@misc{vakulenkoIndexSeminumGryshko2019, title = {Index {{Seminum}} of {{M}}. {{M}}. {{Gryshko National Botanical}} {{Garden}} 2019-2020}, author = {Vakulenko, Tetyana and Vlasta, Loya and Kayutkina, Tetyana}, year = {2019}, month = apr, publisher = {Zenodo}, doi = {10.5281/ZENODO.2648464}, url = {https://zenodo.org/record/2648464}, urldate = {2024-08-19}, archiveprefix = {Zenodo}, copyright = {Creative Commons Attribution 4.0 International, Open Access}, langid = {english} }"
434,"endlicherCatalogusHortiAcademici1842","Endlicher",1842,"Catalogus Horti Academici Vindobonensis","Botanic garden or arboretum","@book{endlicherCatalogusHortiAcademici1842, title = {Catalogus {{Horti Academici Vindobonensis}}}, author = {Endlicher, Stephanus}, year = {1842}, publisher = {Caroli Gerold}, address = {Vienna} }"
438,"kurniawanAlphabeticalListPlant2022","Kurniawan",2022,"An Alphabetical List of Plant Species Cultivated in ""Eka Karya"" Bali Botanic Garden","Botanic garden or arboretum","@book{kurniawanAlphabeticalListPlant2022, title = {An {{Alphabetical List}} of {{Plant Species Cultivated}} in ""{{Eka Karya}}"" {{Bali Botanic Garden}}}, editor = {Kurniawan, Agung and Sumerta, I Made and Sudiatna, I Nyoman and Suriani, Ni Made and Merriansyah, Haruly and Armawa, I Wayan and Putri, Dyan Meiningsasi Siswoyo and Iryadi, Rajif}, year = {2022}, month = jul, publisher = {BRIN Publishing}, address = {Jakarta}, doi = {10.55981/brin.433}, url = {https://penerbit.brin.go.id/press/catalog/book/433}, urldate = {2024-08-20}, isbn = {9786237425533}, langid = {english} }"
12,"katzensteinDescriptiveCatalogueSeeds1904","Katzenstein",1904,"Descriptive catalogue of seeds of american conifers, trees, shrubs, palms, cacti and herbaceous plants and of roots and bulbs of herbaceous plants","Nursery or seed house","@book{katzensteinDescriptiveCatalogueSeeds1904, title = {Descriptive catalogue of seeds of {{American}} conifers, trees, shrubs, palms, cacti and herbaceous plants and of roots and bulbs of herbaceous plants}, author = {Katzenstein, Otto}, year = {1904}, publisher = {{E. W. Allen \& Co.}}, address = {{Atlanta}} } "
63,"harveyEarlyNurserymenReprints1974","Harvey",1974,"Early Nurserymen","Nursery or seed house","@book{harveyEarlyNurserymenReprints1974, title = {Early {{Nurserymen}}: {{With Reprints}} of {{Documents}} and {{Lists}}}, shorttitle = {Early {{Nurserymen}}}, author = {Harvey, John}, year = {1974}, publisher = {{Phillimore}}, address = {{London}}, isbn = {978-0-85033-191-2}, langid = {english}, annotation = {OCLC: 715368062} }"
64,"harveyEarlyGardeningCatalogues1972","Harvey",1972,"Early Gardening Catalogues","Nursery or seed house","@book{harveyEarlyGardeningCatalogues1972, title = {Early {{Gardening Catalogues}}: {{With Complete Reprints}} of {{Lists}} and {{Accounts}} of the 16th - 19th {{Centuries}}}, shorttitle = {Early {{Gardening Catalogues}}}, author = {Harvey, John}, year = {1972}, publisher = {{Phillimore}}, address = {{London}}, isbn = {978-0-85033-021-2}, lccn = {SB115 .H3}, keywords = {Catalogs,England,Gardening,History Sources,Horticulture,Nursery stock,Seeds} }"
76,"guilbaultCatalogueFruitOrnamental1834","Guilbault",1834,"Catalogue of fruit and ornamental trees, flowering shrubs and plants, green-house shrubs and plants, bulbous flower roots, American & indigenous trees & plants, &c., flower and garden seeds, &c. &c.","Nursery or seed house","@book{guilbaultCatalogueFruitOrnamental1834, title = {Catalogue of fruit and ornamental trees, flowering shrubs and plants, green-house shrubs and plants, bulbous flower roots, {{American}} \& indigenous trees \& plants, \&c., flower and garden seeds, \&c. \&c. cultivated and for sale at {{Guilbault}}'s {{Botanic Garden}}, {{Coteau-Baron}}, {{St}}. {{Lawrence Street}}, {{Montreal}}}, author = {Guilbault, S.}, year = {1834}, publisher = {Ludger Duvernay}, address = {Montreal} }"
91,"vangeertCatalogueBelleRiche1820","van Geert",1820,"Catalogue d'une belle et riche collection de plantes qu'on trouve chez J. van Geert","Nursery or seed house","@book{vangeertCatalogueBelleRiche1820, title = {Catalogue d'une belle et riche collection de plantes qu'on trouve chez {{J}}. van {{Geert}}}, author = {{van Geert}, J}, year = {1820}, publisher = {D.J. Vanderhaechen}, address = {Ghent} }"
92,"vanhoutteCataloguePrixcourantGeneral1842","van Houtte",1842,"Catalogue et prix-courant général des plantes et graines disponibles en 1842 chez Louis van Houtte","Nursery or seed house","@book{vanhoutteCataloguePrixcourantGeneral1842, title = {Catalogue et prix-courant g{\'e}n{\'e}ral des plantes et graines disponibles en 1842 chez {{Louis}} van {{Houtte}}}, author = {{van Houtte}, Louis}, year = {1842}, address = {Ghent} }"
99,"dehnen-schmutzNineteenthcenturyNurseryCatalogues2020","Dehnen-Schmutz",2020,"Nineteenth-century nursery catalogues from Great Britain","Nursery or seed house","@misc{dehnen-schmutzNineteenthcenturyNurseryCatalogues2020, title = {Nineteenth-century nursery catalogues from {{Great Britain}}}, author = {{Dehnen-Schmutz}, Katharina}, year = {2020} }"
127,"blumeJaarboekVanKoninklijke1845","Siebold",1845,"Jaarboek van de Koninklijke Nederlandsche Maatschappij tot Aanmoediging van den Tuinbouw","Nursery or seed house","@book{blumeJaarboekVanKoninklijke1845, title = {Jaarboek van de {{Koninklijke Nederlandsche Maatschappij}} tot {{Aanmoediging}} van den {{Tuinbouw}}}, author = {Blume, C.L. and {von Siebold}, Philipp Franz}, year = {1845}, publisher = {H. W. Hazenberg \& Comp.}, address = {Leiden} }"
190,"bartramCatalogueTreesShrubs1814","Bartram",1814,"Catalogue of trees, shrubs, and herbaceous plants indigenous to the United States of America","Nursery or seed house","@book{bartramCatalogueTreesShrubs1814, title = {Catalogue of trees, shrubs, and herbaceous plants indigenous to the {{United States}} of {{America}}: {{Cultivated}} and for sale at {{Bartram}}'s {{Botanical Garden}}, {{Kingsess}}, near {{Philadelphia}}, to which is added a catalogue of foreign plants, collected from various part of the globe}, author = {Bartram, John}, year = {1814}, publisher = {Robert \& William Carr}, address = {Philadelphia} }"
194,"lavoieExplainingNaturalizationInvasiveness2016","Lavoie",2016,"Explaining naturalization and invasiveness: new insights from historical ornamental plant catalogs","Nursery or seed house","@article{lavoieExplainingNaturalizationInvasiveness2016, ids = {lavoieExplainingNaturalizationInvasiveness2016a}, title = {Explaining naturalization and invasiveness: new insights from historical ornamental plant catalogs}, shorttitle = {Explaining naturalization and invasiveness}, author = {Lavoie, Claude and Joly, Simon and Bergeron, Alexandre and Guay, Genevi{\`e}ve and Groeneveld, Elisabeth}, year = {2016}, month = oct, journal = {Ecology and Evolution}, volume = {6}, number = {20}, pages = {7188--7198}, issn = {2045-7758, 2045-7758}, doi = {10.1002/ece3.2471}, url = {https://onlinelibrary.wiley.com/doi/10.1002/ece3.2471}, urldate = {2021-03-23}, langid = {english} }"
213,"siberianacademyoftreesandshrubssadikPriceList2021","SADIK",2021,"Price list","Nursery or seed house","@misc{siberianacademyoftreesandshrubssadikPriceList2021, title = {Price list}, author = {{Siberian Academy of Trees and Shrubs (SADIK)}}, year = {2021}, month = apr }"
379,"carrPeriodicalCatalogueAmerican1831","Carr",1831,"Periodical catalogue of American trees, shrubs, plants, and seeds, cultivated and for sale at the Bartram Botanic Garden near Philadelphia","Nursery or seed house","@book{carrPeriodicalCatalogueAmerican1831, title = {Periodical Catalogue of {{American}} Trees, Shrubs, Plants, and Seeds, Cultivated and for Sale at the {{Bartram Botanic Garden}} near {{Philadelphia}}}, author = {Carr, Robert}, year = {1831}, publisher = {Russell \& Martien}, address = {Philadelphia} }"
381,"katzensteinWholesaleAmericanSeeds1899","Katzenstein",1899,"Wholesale American seeds of conifers, palms, trees, shrubs and herbaceous plants","Nursery or seed house","@book{katzensteinWholesaleAmericanSeeds1899, title = {Wholesale {{American}} Seeds of Conifers, Palms, Trees, Shrubs and Herbaceous Plants}, author = {Katzenstein, Otto}, year = {1899}, address = {Pinehurst, N. C.} }"
382,"katzensteinWholesaleNorthCarolina1899","Katzenstein",1899,"Wholesale North Carolina woody and herbaceous plants","Nursery or seed house","@book{katzensteinWholesaleNorthCarolina1899, title = {Wholesale {{North Carolina}} Woody and Herbaceous Plants}, author = {Katzenstein, Otto}, year = {1899}, publisher = {Cole Stram Printing Co.}, address = {Sanford, N. C.} }"
384,"sunshinefarmandgardensPlantList2020","Sunshine Farm and Gardens",2020,"Plant List","Nursery or seed house","@misc{sunshinefarmandgardensPlantList2020, title = {Plant {{List}}}, author = {{Sunshine Farm and Gardens}}, year = {2020}, howpublished = {https://sunfarm.com/plantlist/plantlist.phtml} }"
400,"mulvaneyFarGardenPath1991","Mulvaney",1991,"Far from the Garden Path: An identikit picture of woody ornamental plants invading South-eastern Australian bushland","Nursery or seed house","@phdthesis{mulvaneyFarGardenPath1991, title = {Far from the {{Garden Path}}: {{An}} identikit picture of woody ornamental plants invading {{South-eastern Australian}} bushland}, author = {Mulvaney, Michael J.}, year = {1991}, school = {Australian National University} }"
401,"adamsRestoringAmericanGardens2004","Adams",2004,"Restoring American Gardens","Nursery or seed house","@book{adamsRestoringAmericanGardens2004, title = {Restoring {{American}} Gardens: {{An}} Encyclopedia of Heirloom Ornamental Plants, 1640--1940}, author = {Adams, Denise Wiles}, year = {2004}, publisher = {Timber Press}, address = {Portland} }"
402,"universityofminnesotalibrariesPlantInformationOnline2017","University of Minnesota Libraries",2017,"Plant Information Online","Nursery or seed house","@misc{universityofminnesotalibrariesPlantInformationOnline2017, title = {Plant {{Information Online}}}, author = {{University of Minnesota Libraries}}, year = {2017} }"
404,"vandervekenGardenPlantsGet2008","van der Veken",2008,"Garden plants get a head start on climate change","Nursery or seed house","@article{vandervekenGardenPlantsGet2008, title = {Garden plants get a head start on climate change}, author = {{Van der Veken}, Sebastiaan and Hermy, Martin and Vellend, Mark and Knapen, Anne and Verheyen, Kris}, year = {2008}, month = may, journal = {Frontiers in Ecology and the Environment}, volume = {6}, number = {4}, pages = {212--216}, issn = {1540-9295}, doi = {10.1890/070063}, url = {http://doi.wiley.com/10.1890/070063}, urldate = {2021-05-03}, langid = {english} }"
426,"adenijiOrnamentalPlantsGrowing2022","Adeniji",2022,"Ornamental plants growing in Lagos State Parks and Gardens Agency, Lagos, Nigeria","Nursery or seed house","@misc{adenijiOrnamentalPlantsGrowing2022, title = {Ornamental plants growing in {{Lagos State Parks}} and {{Gardens Agency}}, {{Lagos}}, {{Nigeria}}}, author = {Adeniji, Halimat and Onuminya, Temitope and Ogundipe, Oluwatoyin and Suberu, Adebukola and Gaji, Tajudeen}, year = {2022}, publisher = {University of Lagos}, doi = {10.15468/H3GMR6}, url = {https://www.gbif.org/dataset/10fe7809-00b8-45ed-b743-963520ea7680}, urldate = {2024-10-22}, collaborator = {Onuminya, Temitope and Adeniji, Halimat and Oroleke, Victor and Adeyo, Tolu and Popoola, Ibilola and Gaji, Tajudeen}, copyright = {Creative Commons Attribution 4.0 International}, langid = {english}, keywords = {Lagos,LASPARK,Nigeria,Occurrence,Ornamentals,Specimen} }"
428,"landrethCatalogueGreenhousePlants1824","Landreth",1824,"A catalogue of greenhouse plants, hardy trees, evergreen shrubs, flowering shrubs, bulbous rooted, and herbaceous plants","Nursery or seed house","@book{landrethCatalogueGreenhousePlants1824, title = {A catalogue of greenhouse plants, hardy trees, evergreen shrubs, flowering shrubs, bulbous rooted, and herbaceous plants arranged by the botanical and {{English}} names, to which is attached the place of their nativity; with a collection of the most esteemed varieties of fruit trees, and a catalogue of garden seeds, cultivated at the nurseries and gardens of {{David}} and {{Cuthbert Landreth}}, {{Federal}} street, near the {{Arsenal}}}, author = {Landreth, David and Landreth, Cuthbert}, year = {1824}, publisher = {I. Ashmead \& Co.}, address = {Philadelphia} }"
10,"direcciondeestimacionesagricolasArgentinaAgriculturaEstimaciones2020","Dirección de Estimaciones Agrícolas",2020,"Argentina Agricultura - Estimaciones agrícolas","Government report or database","@misc{direcciondeestimacionesagricolasArgentinaAgriculturaEstimaciones2020, title = {Argentina {{Agricultura}} - {{Estimaciones}} agr{\'i}colas}, author = {{Direcci{\'o}n de Estimaciones Agr{\'i}colas}}, year = {2020}, url = {https://datos.agroindustria.gob.ar/dataset/estimaciones-agricolas} } "
146,"jabatanpertanianmalaysiaInventoriVarietiTanaman2021","Jabatan Pertanian Malaysia",2021,"Inventori Varieti Tanaman di Pusat Pertanian","Government report or database","@book{jabatanpertanianmalaysiaInventoriVarietiTanaman2021, title = {{Inventori Varieti Tanaman di Pusat Pertanian}}, author = {{Jabatan Pertanian Malaysia}}, year = {2021}, month = sep, publisher = {Jabatan Pertanian}, address = {Putrajaya}, langid = {malay} }"
187,"forestrydepartmentofpeninsularmalaysiaPlantationSpecies2023","Forestry Department of Peninsular Malaysia",2023,"Plantation Species","Government report or database","@misc{forestrydepartmentofpeninsularmalaysiaPlantationSpecies2023, title = {Plantation {{Species}}}, author = {{Forestry Department of Peninsular Malaysia}}, year = {2023}, journal = {Official Website of the Forestry Department of Peninsular Malaysia}, url = {https://www.forestry.gov.my/en/2016-06-07-02-31-39/2016-06-07-02-35-17/spesies-ladang}, urldate = {2023-02-09} }"
65,"beinUsefulTreesShrubs1996","Bein",1996,"Useful trees and shrubs in Eritrea: identification, propagation and management for agricultural and pastoral communities","Non-government report or database","@techreport{beinUsefulTreesShrubs1996, type = {Technical {{Handbook}}}, title = {Useful trees and shrubs in {{Eritrea}}: identification, propagation and management for agricultural and pastoral communities}, author = {Bein, E. and Habte, B. and Jaber, A. and Birnie, Ann and Tengnas, Bo}, year = {1996}, number = {12}, address = {{Nairobi}}, institution = {{Regional Soil Conservation Unit}} }"
